objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação,mês_transação
890686,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,100,300,46332.01,46332.01,COMPRA E VENDA,2017,4
890687,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,100,330,76576.51,76576.51,COMPRA E VENDA,2017,11
890688,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,23,TERRITORIAL,84.971304,1585.086956,524774.60913,1830432.250434,COMPRA E VENDA,2017,3
890689,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,23,TERRITORIAL,39.424347,607.260869,630301.360869,3775014.87913,COMPRA E VENDA,2017,10
890690,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,20,TERRITORIAL,100,1124.3,218299766,218299766,COMPRA E VENDA,2017,6
890691,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,25,TERRITORIAL,90082,4938.04,62766672,131142.7516,COMPRA E VENDA,2017,9
890692,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,27,TERRITORIAL,95.37037,6921.814814,74736.621111,77643.891111,COMPRA E VENDA,2017,12
890693,141,Bangu,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,153,37514.4,37514.4,COMPRA E VENDA,2017,5
890694,141,Bangu,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,480,81496.79,81496.79,COMPRA E VENDA,2017,8
890695,141,Bangu,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,100,1514.5,480849605,480849605,COMPRA E VENDA,2017,11
890696,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,600,276332.01,276332.01,COMPRA E VENDA,2018,1
890697,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,455.5,126126.01,126126.01,COMPRA E VENDA,2018,6
890698,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,1200,415309.99,415309.99,COMPRA E VENDA,2018,9
890699,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,325,110124,110124,COMPRA E VENDA,2018,5
890700,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,125,29715.83,29715.83,COMPRA E VENDA,2018,1
890701,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,125,31741.93,31741.93,COMPRA E VENDA,2018,4
890702,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,620,382561.2,382561.2,COMPRA E VENDA,2018,2
890703,47,Parada de Lucas           ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,1892,582980.41,582980.41,COMPRA E VENDA,2018,4
890704,41,Ramos                     ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,295,42640.64,42640.64,COMPRA E VENDA,2018,11
890705,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,273,89812.81,89812.81,COMPRA E VENDA,2018,10
890706,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,33.33,265,25658.45,76983.05,COMPRA E VENDA,2018,6
890707,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,2,TERRITORIAL,100,250,51644005,51644005,COMPRA E VENDA,2018,9
890708,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,2,TERRITORIAL,100,249.5,47718.17,47718.17,COMPRA E VENDA,2018,12
890709,84,Vaz Lobo                  ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,254,171600.01,171600.01,COMPRA E VENDA,2018,12
890710,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,100,638,234432.01,234432.01,COMPRA E VENDA,2018,2
890711,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,225,92505.6,92505.6,COMPRA E VENDA,2018,11
890712,85,Turiaçú                   ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,430,257400.01,257400.01,COMPRA E VENDA,2018,3
890713,40,Bonsucesso                ,3,3.1,Ramos,10,RAMOS                   ,1,TERRITORIAL,100,520,262869.76,262869.76,COMPRA E VENDA,2018,8
890714,54,Inhaúma                   ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,275,105580.8,105580.8,COMPRA E VENDA,2018,1
890715,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,374,73507.48,73507.48,COMPRA E VENDA,2018,2
890716,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,153,25301.11,25301.11,COMPRA E VENDA,2018,12
890717,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,5,TERRITORIAL,65282,60462.4,342634.47,1390268164,COMPRA E VENDA,2018,2
890718,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,2,TERRITORIAL,100,225,47216.39,47216.39,COMPRA E VENDA,2018,12
890719,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,288,80694.91,80694.91,COMPRA E VENDA,2018,8
890720,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,110,66695.18,66695.18,COMPRA E VENDA,2018,11
890721,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,7,TERRITORIAL,100,303,92893.945714,92893.945714,COMPRA E VENDA,2018,10
890722,50,Higienópolis              ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,370,7069.72,7069.72,COMPRA E VENDA,2018,10
890723,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,1940,312311.98,312311.98,COMPRA E VENDA,2018,10
890724,145,Senador Vasconcelos       ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,100,198,39203995,39203995,COMPRA E VENDA,2018,4
890725,145,Senador Vasconcelos       ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,132,27224.99,27224.99,COMPRA E VENDA,2018,10
890726,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,4,TERRITORIAL,75,241,32910.57,42542275,COMPRA E VENDA,2018,6
890727,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,3,TERRITORIAL,100,185.333333,33496.323333,33496.323333,COMPRA E VENDA,2018,9
890728,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,3,TERRITORIAL,100,201,32611.92,32611.92,COMPRA E VENDA,2018,12
890729,124,Praça Seca                ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,1650,328320,328320,COMPRA E VENDA,2018,6
890730,12,Benfica                   ,1,1.1,Centro,7,SAO CRISTOVAO           ,1,TERRITORIAL,100,434,180000,180000,COMPRA E VENDA,2018,5
890731,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,858,130600.79,130600.79,COMPRA E VENDA,2018,1
890732,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,1215,176405.9,176405.9,COMPRA E VENDA,2018,4
890733,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,250,42213.59,42213.59,COMPRA E VENDA,2018,11
890734,68,Encantado                 ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,640,33799.99,33799.99,COMPRA E VENDA,2018,8
890735,3,Santo Cristo              ,1,1.1,Centro,1,PORTUARIA               ,1,TERRITORIAL,100,280,156000,156000,COMPRA E VENDA,2018,4
890736,61,Engenho Novo              ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,94,14039.99,14039.99,COMPRA E VENDA,2018,1
890737,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,750,184800,184800,COMPRA E VENDA,2018,5
890738,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,84,25344,25344,COMPRA E VENDA,2018,1
890739,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,300,267299.99,267299.99,COMPRA E VENDA,2018,4
890740,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,340,214417.49,214417.49,COMPRA E VENDA,2018,1
890741,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,303,330329.99,330329.99,COMPRA E VENDA,2018,8
890742,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,493,1000000.01,1000000.01,COMPRA E VENDA,2018,5
890743,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,1,TERRITORIAL,100,360,61440,61440,COMPRA E VENDA,2018,2
890744,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,1,TERRITORIAL,100,421,559999.99,559999.99,COMPRA E VENDA,2018,7
890745,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,1,TERRITORIAL,50,1502,4554065.6,9108131.2,COMPRA E VENDA,2018,2
890746,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,280,133847.99,133847.99,COMPRA E VENDA,2018,2
890747,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,512,269769505,269769505,COMPRA E VENDA,2018,5
890748,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,66045,1418,374711.44,489249.8,COMPRA E VENDA,2018,9
890749,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,50,360,82046.26,164092.52,COMPRA E VENDA,2018,12
890750,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,4,TERRITORIAL,100,465,464999.99,464999.99,COMPRA E VENDA,2018,11
890751,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,14,TERRITORIAL,71.557857,5968.214285,37674.392142,576284.000714,COMPRA E VENDA,2018,4
890752,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,14,TERRITORIAL,93.5,1945,121276.694285,124807.883571,COMPRA E VENDA,2018,7
890753,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,9,TERRITORIAL,93.995555,424.666666,61718.711111,67311.202222,COMPRA E VENDA,2018,10
890754,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,0.58,33517,9494.45,1636974.14,COMPRA E VENDA,2018,3
890755,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,41465,10538.5,610165.94,1477271.63,COMPRA E VENDA,2018,12
890756,19,Cosme Velho               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,71737,1490856.01,1490856.01,COMPRA E VENDA,2018,10
890757,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,225,67452,67452,COMPRA E VENDA,2018,9
890758,150,Sepetiba                  ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,860,85932.01,85932.01,COMPRA E VENDA,2018,5
890759,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,362,171457,171457,COMPRA E VENDA,2018,1
890760,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,682,245044.8,245044.8,COMPRA E VENDA,2018,11
890761,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,700,100980.01,100980.01,COMPRA E VENDA,2018,3
890762,28,Jardim Botânico           ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,1.22,455,227325.79,18633261.48,COMPRA E VENDA,2018,9
890763,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,50,360,81183.21,162366.42,COMPRA E VENDA,2018,8
890764,24,Copacabana                ,2,2.1,Zona Sul,5,COPACABANA              ,2,TERRITORIAL,50,215,1992999995,3985497965,COMPRA E VENDA,2018,10
890765,27,Lagoa                     ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,480,1275000.01,1275000.01,COMPRA E VENDA,2018,5
890766,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,1427,1394000,1394000,COMPRA E VENDA,2018,4
890767,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,1439,417000.01,417000.01,COMPRA E VENDA,2018,7
890768,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,3,TERRITORIAL,100,849.666666,2638700.003333,2638700.003333,COMPRA E VENDA,2018,2
890769,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,100,1063.75,3188375005,3188375005,COMPRA E VENDA,2018,5
890770,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,11,TERRITORIAL,100,1512.454545,3003027.903636,3003027.903636,COMPRA E VENDA,2018,8
890771,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,50,660.5,691873745,1383747.49,COMPRA E VENDA,2018,2
890772,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,36025,4685.833333,450489.166666,4661562.74,COMPRA E VENDA,2018,9
890773,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,9,TERRITORIAL,48.456666,2123.777777,1276199.712222,5256347.89,COMPRA E VENDA,2018,12
890774,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,28.34,16998,296145.94,1044975.09,COMPRA E VENDA,2018,9
890775,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,3,TERRITORIAL,4.17,16998,43562.993333,1044690.496666,COMPRA E VENDA,2018,12
890776,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,24,TERRITORIAL,85.454583,130295.791666,127035.320833,414371.592916,COMPRA E VENDA,2018,5
890777,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,19,TERRITORIAL,100,193.263157,45520.819473,45520.819473,COMPRA E VENDA,2018,8
890778,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,18,TERRITORIAL,100,1434.611111,185311.713333,185311.713333,COMPRA E VENDA,2018,11
890779,141,Bangu,5,5.1,Bangu,17,BANGU                   ,10,TERRITORIAL,93373,517.2,115144243,121314587,COMPRA E VENDA,2018,4
890780,141,Bangu,5,5.1,Bangu,17,BANGU                   ,2,TERRITORIAL,100,189,76091395,76091395,COMPRA E VENDA,2018,7
890781,141,Bangu,5,5.1,Bangu,17,BANGU                   ,5,TERRITORIAL,100,195.8,55714826,55714826,COMPRA E VENDA,2018,10
890782,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,1049,341490.81,341490.81,COMPRA E VENDA,2019,1
890783,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,399,141680,141680,COMPRA E VENDA,2019,7
890784,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,280,59566.01,59566.01,COMPRA E VENDA,2019,7
890785,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,405,62400,62400,COMPRA E VENDA,2019,10
890786,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,284,153615,153615,COMPRA E VENDA,2019,1
890787,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,2,TERRITORIAL,100,345,11928.02,11928.02,COMPRA E VENDA,2019,3
890788,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,280,162624,162624,COMPRA E VENDA,2019,6
890789,46,Cordovil                  ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,8150,1961140.55,1961140.55,COMPRA E VENDA,2019,2
890790,95,Praia da Bandeira         ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,25,492.333333,72002,288008,COMPRA E VENDA,2019,8
890791,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,1,TERRITORIAL,100,124,83825.27,83825.27,COMPRA E VENDA,2019,4
890792,139,Realengo                  ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,225,69379.21,69379.21,COMPRA E VENDA,2019,9
890793,90,Marechal Hermes           ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,240,100900.78,100900.78,COMPRA E VENDA,2019,7
890794,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,12,TERRITORIAL,100,1169.666666,127339.244166,127339.244166,COMPRA E VENDA,2019,5
890795,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,249,52672.51,52672.51,COMPRA E VENDA,2019,8
890796,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,1,TERRITORIAL,100,250,42763.81,42763.81,COMPRA E VENDA,2019,11
890797,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,25,316,36431.99,145727.96,COMPRA E VENDA,2019,1
890798,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,200,61776.01,61776.01,COMPRA E VENDA,2019,4
890799,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,100,147.5,27943.74,27943.74,COMPRA E VENDA,2019,4
890800,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,2,TERRITORIAL,75,126.5,17787,23123105,COMPRA E VENDA,2019,11
890801,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,6,TERRITORIAL,100,3109,219681,219681,COMPRA E VENDA,2019,1
890802,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,3,TERRITORIAL,100,2067.666666,194240.2,194240.2,COMPRA E VENDA,2019,8
890803,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,2,TERRITORIAL,100,13675,1116838775,1116838775,COMPRA E VENDA,2019,11
890804,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,225,47609.87,47609.87,COMPRA E VENDA,2019,6
890805,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,3,TERRITORIAL,100,424,70167.083333,70167.083333,COMPRA E VENDA,2019,9
890806,82,Cascadura                 ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,100,1139.5,545453.98,545453.98,COMPRA E VENDA,2019,10
890807,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,9,TERRITORIAL,100,250.444444,41214.95,41214.95,COMPRA E VENDA,2019,5
890808,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,4,TERRITORIAL,100,301.25,46161.7275,46161.7275,COMPRA E VENDA,2019,8
890809,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,3,TERRITORIAL,100,295.666666,42818.16,42818.16,COMPRA E VENDA,2019,11
890810,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,1125,4752,4752,COMPRA E VENDA,2019,3
890811,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,1,TERRITORIAL,100,367,71873.99,71873.99,COMPRA E VENDA,2019,10
890812,5,Centro                    ,1,1.1,Centro,2,CENTRO                  ,1,TERRITORIAL,100,2517,41591879.99,41591879.99,COMPRA E VENDA,2019,11
890813,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,8365,1120,6965505,113934785,COMPRA E VENDA,2019,4
890814,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,742,30880.07,30880.07,COMPRA E VENDA,2019,11
890815,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,30,590,131274.02,437580.07,COMPRA E VENDA,2019,3
890816,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,360,125400,125400,COMPRA E VENDA,2019,10
890817,67,Água Santa                ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,24695,3443440,3443440,COMPRA E VENDA,2019,9
890818,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,100,347,220687.51,220687.51,COMPRA E VENDA,2019,7
890819,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,50,504,138352.49,276704.98,COMPRA E VENDA,2019,10
890820,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,484,656000.01,656000.01,COMPRA E VENDA,2019,10
890821,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,50,360,88398.81,176797.62,COMPRA E VENDA,2017,4
890822,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,6,TERRITORIAL,100,10677,1823666665,1823666665,COMPRA E VENDA,2017,1
890823,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,8,TERRITORIAL,78.3125,1127375,2116250.23375,6958924.4825,COMPRA E VENDA,2017,8
890824,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,13,TERRITORIAL,93.461538,668.615384,1687754.228461,2995446.536153,COMPRA E VENDA,2017,11
890825,25,Ipanema                   ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,100,58,894140.42,894140.42,COMPRA E VENDA,2017,12
890826,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,1,TERRITORIAL,100,450,500000,500000,COMPRA E VENDA,2017,8
890827,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,3,TERRITORIAL,100,300,64593.103333,64593.103333,COMPRA E VENDA,2017,6
890828,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,100,330,71428.5,71428.5,COMPRA E VENDA,2017,9
890829,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,1,TERRITORIAL,100,1269,130330.2,130330.2,COMPRA E VENDA,2017,12
890830,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,5,TERRITORIAL,40334,3067.4,457876004,2131236922,COMPRA E VENDA,2017,2
890831,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,5,TERRITORIAL,70,617,709097502,1108195,COMPRA E VENDA,2017,5
890832,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,9,TERRITORIAL,76.333333,741.777777,961324.555555,1310839.445555,COMPRA E VENDA,2017,8
890833,132,Recreio dos Bandeirantes  ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,2,TERRITORIAL,54,636,579663.75,1077007.5,COMPRA E VENDA,2017,11
890834,126,Joá                       ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,1263,1915000.01,1915000.01,COMPRA E VENDA,2017,3
890835,126,Joá                       ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,100,1520,1670000,1670000,COMPRA E VENDA,2017,6
890836,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,31,TERRITORIAL,100,488.032258,89005.967741,89005.967741,COMPRA E VENDA,2017,1
890837,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,24,TERRITORIAL,97.916666,1329.291666,161560.926666,162992.713333,COMPRA E VENDA,2017,4
890838,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,26,TERRITORIAL,92.371538,604.76923,43408.576538,70610.962307,COMPRA E VENDA,2017,7
890839,141,Bangu,5,5.1,Bangu,17,BANGU                   ,1,TERRITORIAL,100,225,47216.41,47216.41,COMPRA E VENDA,2017,3
890840,141,Bangu,5,5.1,Bangu,17,BANGU                   ,4,TERRITORIAL,100,323,68907.3025,68907.3025,COMPRA E VENDA,2017,6
890841,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,360,201508.29,201508.29,COMPRA E VENDA,2018,4
890842,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,563,87460.8,87460.8,COMPRA E VENDA,2018,10
890843,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,480,117040,117040,COMPRA E VENDA,2018,6
890844,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,3.85,574,7343.32,190735.58,COMPRA E VENDA,2018,4
890845,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,2,TERRITORIAL,100,415,77279995,77279995,COMPRA E VENDA,2019,4
890846,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,1,TERRITORIAL,100,225,199999.99,199999.99,COMPRA E VENDA,2019,1
890847,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,1,TERRITORIAL,49.6,436,74878.68,150965.08,COMPRA E VENDA,2019,8
890848,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,2,TERRITORIAL,100,748.5,377927.55,377927.55,COMPRA E VENDA,2019,11
890849,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,17,TERRITORIAL,100,687.058823,95371.361176,95371.361176,COMPRA E VENDA,2019,3
