objectid,codbairro,bairro,area_planejamento,cod_rp,rp,ra,regiao_adm,total_transações,uso,média_percentual_transferido,média_área_terreno,média_valor_transações,média_valor_imóvel,principal_transação_mercado,ano_transação
377276,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,76,TERRITORIAL,70.66921,7418.157894,300644.033947,3112126.442368,COMPRA E VENDA,2014
377277,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,4,TERRITORIAL,100,561.25,533901905,533901905,COMPRA E VENDA,2014
377278,37,Andaraí                   ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,6804,6609640.2,6609640.2,COMPRA E VENDA,2014
377279,19,Cosme Velho               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,700,320000,320000,COMPRA E VENDA,2014
377280,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,17,TERRITORIAL,91.17647,693.588235,148177.598823,167517.488235,COMPRA E VENDA,2014
377281,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,25,TERRITORIAL,94.24,5252.48,3977860786,4033624306,COMPRA E VENDA,2014
377282,4,Caju                      ,1,1.1,Centro,1,PORTUARIA               ,2,TERRITORIAL,100,71.5,26262545,26262545,COMPRA E VENDA,2014
377283,74,Vila da Penha             ,3,3.3,Madureira,14,IRAJA                   ,1,TERRITORIAL,100,300,84443.35,84443.35,COMPRA E VENDA,2012
377284,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,65,TERRITORIAL,94.07323,34352.492307,5538651601.81092,5538858582.31015,COMPRA E VENDA,2012
377285,85,Turiaçú                   ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,430,77533.41,77533.41,COMPRA E VENDA,2012
377286,56,Tomás Coelho              ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,89.66,21518,229734.66,256228.71,COMPRA E VENDA,2012
377287,53,Del Castilho              ,3,3.4,Inhaúma,12,INHAUMA                 ,3,TERRITORIAL,79.58,8536.666666,474069.716666,891513.926666,COMPRA E VENDA,2012
377288,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,87,TERRITORIAL,35.434942,1561.827586,65802.344597,457962.931162,COMPRA E VENDA,2012
377289,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,79,TERRITORIAL,98.311898,2460.518987,179670.375443,181043.192278,COMPRA E VENDA,2012
377290,124,Praça Seca                ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,17,TERRITORIAL,77.658235,941.235294,102636.87647,152702.851764,COMPRA E VENDA,2012
377291,10,São Cristóvão             ,1,1.1,Centro,7,SAO CRISTOVAO           ,10,TERRITORIAL,100,1734.7,275244641,275244641,COMPRA E VENDA,2012
377292,63,Méier                     ,3,3.2,Méier,13,MEIER                   ,3,TERRITORIAL,70.833333,482,128011.716666,201767.683333,COMPRA E VENDA,2012
377293,5,Centro                    ,1,1.1,Centro,2,CENTRO                  ,16,TERRITORIAL,94375,150.5,1384564.05625,1409446.80625,COMPRA E VENDA,2012
377294,11,Mangueira                 ,1,1.1,Centro,7,SAO CRISTOVAO           ,1,TERRITORIAL,100,80,39999.99,39999.99,COMPRA E VENDA,2012
377295,32,Praça da Bandeira         ,2,2.2,Tijuca,8,TIJUCA                  ,4,TERRITORIAL,100,339,187598.3925,187598.3925,COMPRA E VENDA,2012
377296,16,Glória                    ,2,2.1,Zona Sul,4,BOTAFOGO                ,2,TERRITORIAL,100,196.5,346949.99,346949.99,COMPRA E VENDA,2012
377297,9,Estácio                   ,1,1.1,Centro,3,RIO COMPRIDO            ,4,TERRITORIAL,50.5,1661.75,35575.6475,650055.7775,COMPRA E VENDA,2012
377298,38,Grajaú                    ,2,2.2,Tijuca,9,VILA ISABEL             ,2,TERRITORIAL,62.5,374,398499995,1148499995,COMPRA E VENDA,2012
377299,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,182,TERRITORIAL,11.960604,16457.505494,123015.842472,33019713.060879,COMPRA E VENDA,2012
377300,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,30,TERRITORIAL,81.066666,11691.3,331044.807333,354739.342333,COMPRA E VENDA,2012
377301,118,Cidade de Deus            ,4,4.1,Jacarepaguá,34,CIDADE DE DEUS          ,4,TERRITORIAL,100,300,30148.8575,30148.8575,COMPRA E VENDA,2012
377302,28,Jardim Botânico           ,2,2.1,Zona Sul,6,LAGOA                   ,9,TERRITORIAL,100,735.888888,1376235.862222,1376235.862222,COMPRA E VENDA,2012
377303,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,100,996,1225000005,1225000005,COMPRA E VENDA,2012
377304,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,4,TERRITORIAL,87.1775,1080,26849765,28377945,COMPRA E VENDA,2012
377305,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,2,TERRITORIAL,49,519,15879.3,32406.73,PROMESSA DE COMPRA E VENDA,2012
377306,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,5,TERRITORIAL,80,318.4,81193628,118935876,COMPRA E VENDA,2013
377307,142,Senador Camará            ,5,5.1,Bangu,17,BANGU                   ,12,TERRITORIAL,82.221666,259.583333,26571.150833,32987.839166,COMPRA E VENDA,2014
377308,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,25,TERRITORIAL,87.4688,788.52,210281.3364,278874986,COMPRA E VENDA,2014
377309,137,Jardim Sulacap            ,5,5.1,Bangu,33,REALENGO                ,8,TERRITORIAL,91.55625,477,98632.60625,107298.95875,COMPRA E VENDA,2014
377310,145,Senador Vasconcelos       ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,4,TERRITORIAL,100,909.5,35090815,35090815,COMPRA E VENDA,2014
377311,124,Praça Seca                ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,9,TERRITORIAL,86.666666,1854.555555,151286.792222,203576.006666,COMPRA E VENDA,2014
377312,10,São Cristóvão             ,1,1.1,Centro,7,SAO CRISTOVAO           ,1,TERRITORIAL,100,1088,705930.92,705930.92,COMPRA E VENDA,2014
377313,64,Todos os Santos           ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,1627,657252.32,657252.32,COMPRA E VENDA,2014
377314,58,Rocha                     ,3,3.2,Méier,13,MEIER                   ,4,TERRITORIAL,75,1056.5,432870.2525,576834.26,COMPRA E VENDA,2014
377315,11,Mangueira                 ,1,1.1,Centro,7,SAO CRISTOVAO           ,2,TERRITORIAL,100,80,25076.04,25076.04,COMPRA E VENDA,2014
377316,67,Água Santa                ,3,3.2,Méier,13,MEIER                   ,4,TERRITORIAL,98.3675,6678.75,914528.6575,975181.21,COMPRA E VENDA,2014
377317,8,Cidade Nova               ,1,1.1,Centro,3,RIO COMPRIDO            ,2,TERRITORIAL,100,6099,242982895,242982895,COMPRA E VENDA,2014
377318,38,Grajaú                    ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,420,496000.01,496000.01,COMPRA E VENDA,2014
377319,18,Catete                    ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,164,432994,432994,COMPRA E VENDA,2014
377320,151,Guaratiba                 ,5,5.4,Guaratiba,26,GUARATIBA               ,356,TERRITORIAL,84.171994,7443.587078,86835.344185,307001.486676,COMPRA E VENDA,2014
377321,118,Cidade de Deus            ,4,4.1,Jacarepaguá,34,CIDADE DE DEUS          ,3,TERRITORIAL,66.666666,2252.666666,137945.746666,248883.723333,COMPRA E VENDA,2014
377322,115,Jacarepaguá               ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,58,TERRITORIAL,86.556034,2395,883324.352586,1059115.296666,COMPRA E VENDA,2014
377323,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,3,TERRITORIAL,77.11,3999.666666,3452221.33,5283614.203333,COMPRA E VENDA,2014
377324,153,Pedra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,37,TERRITORIAL,94.752162,899.459459,182162.067567,211833.757297,COMPRA E VENDA,2014
377325,126,Joá                       ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,4,TERRITORIAL,100,1467.5,2103031035,2103031035,COMPRA E VENDA,2014
377326,97,Bancários                 ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,100,430.333333,111420.76,111420.76,COMPRA E VENDA,2015
377327,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,120,29018.13,29018.13,COMPRA E VENDA,2015
377328,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,5,TERRITORIAL,100,157,168856538,168856538,COMPRA E VENDA,2015
377329,47,Parada de Lucas           ,3,3.5,Penha,31,VIGARIO GERAL           ,1,TERRITORIAL,100,275,58131.11,58131.11,COMPRA E VENDA,2015
377330,44,Penha Circular            ,3,3.5,Penha,11,PENHA                   ,2,TERRITORIAL,60,301.5,125496.72,222818.34,COMPRA E VENDA,2015
377331,106,Guadalupe                 ,3,3.6,Pavuna,22,ANCHIETA                ,3,TERRITORIAL,100,265,77717.093333,77717.093333,COMPRA E VENDA,2015
377332,42,Olaria                    ,3,3.1,Ramos,10,RAMOS                   ,3,TERRITORIAL,83.333333,163,113245.51,124974.93,COMPRA E VENDA,2015
377333,135,Vila Militar              ,5,5.1,Bangu,33,REALENGO                ,1,TERRITORIAL,100,270,84162.68,84162.68,COMPRA E VENDA,2015
377334,41,Ramos                     ,3,3.1,Ramos,10,RAMOS                   ,2,TERRITORIAL,100,280,72791.93,72791.93,COMPRA E VENDA,2015
377335,90,Marechal Hermes           ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,100,364,124412.97,124412.97,COMPRA E VENDA,2015
377336,89,Bento Ribeiro             ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,379,58449.85,58449.85,COMPRA E VENDA,2015
377337,83,Madureira                 ,3,3.3,Madureira,15,MADUREIRA               ,5,TERRITORIAL,90,218.4,404784692,413550352,COMPRA E VENDA,2015
377338,138,Magalhães Bastos          ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,100,255,83225.39,83225.39,COMPRA E VENDA,2015
377339,79,Quintino Bocaiúva         ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,88,43592.39,43592.39,COMPRA E VENDA,2015
377340,70,Abolição                  ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,225,44571.31,44571.31,COMPRA E VENDA,2015
377341,65,Cachambi                  ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,918,277655735,277655735,COMPRA E VENDA,2015
377342,66,Engenho de Dentro         ,3,3.2,Méier,13,MEIER                   ,3,TERRITORIAL,71.666666,735,90624.253333,345359.223333,COMPRA E VENDA,2015
377343,146,Inhoaíba                  ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,8,TERRITORIAL,93.75,307125,68953.7875,71795.05125,COMPRA E VENDA,2015
377344,68,Encantado                 ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,75,720.5,224530035,308809.79,COMPRA E VENDA,2015
377345,61,Engenho Novo              ,3,3.2,Méier,13,MEIER                   ,3,TERRITORIAL,50,273.333333,44683.183333,74006.523333,COMPRA E VENDA,2015
377346,122,Taquara                   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,31,TERRITORIAL,73.145483,7573.258064,447554.923225,612334.638387,COMPRA E VENDA,2015
377347,120,Freguesia (Jacarepaguá)   ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,20,TERRITORIAL,88.4995,1159.85,682030751,758841186,COMPRA E VENDA,2015
377348,14,Santa Teresa              ,1,1.1,Centro,23,SANTA TEREZA            ,2,TERRITORIAL,100,1227.5,850000,850000,COMPRA E VENDA,2015
377349,37,Andaraí                   ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,513,1387000,1387000,COMPRA E VENDA,2015
377350,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,386,568000,568000,COMPRA E VENDA,2015
377351,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,24,TERRITORIAL,79225,9058.166666,1208490.833333,1580180.053333,COMPRA E VENDA,2015
377352,127,Itanhangá                 ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,13,TERRITORIAL,86.153846,942.692307,984285.154615,1157118.06923,COMPRA E VENDA,2015
377353,26,Leblon                    ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,17.33,330,2227539.89,12853663.53,COMPRA E VENDA,2015
377354,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,100,2166,334571.53,334571.53,COMPRA E VENDA,2016
377355,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,2,TERRITORIAL,100,549,77114985,77114985,COMPRA E VENDA,2016
377356,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,357.5,149521.7,149521.7,COMPRA E VENDA,2016
377357,141,Bangu,5,5.1,Bangu,17,BANGU                   ,50,TERRITORIAL,92.9466,1030.08,201261.9214,238841.7644,COMPRA E VENDA,2014
377358,48,Vigário Geral             ,3,3.5,Penha,31,VIGARIO GERAL           ,3,TERRITORIAL,68.416666,920,61223.54,181816.646666,COMPRA E VENDA,2015
377359,100,Jardim Carioca            ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,4,TERRITORIAL,100,368.75,155031615,155031615,COMPRA E VENDA,2015
377360,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,9,TERRITORIAL,80,629.444444,361611.945555,423584.385555,COMPRA E VENDA,2015
377361,76,Irajá                     ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,100,419,217284.47,217284.47,COMPRA E VENDA,2015
377362,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,4,TERRITORIAL,41135,1909,159077.8425,1102431.62,COMPRA E VENDA,2015
377363,87,Honório Gurgel            ,3,3.3,Madureira,15,MADUREIRA               ,4,TERRITORIAL,58.3325,225,21340.2975,39935.63,COMPRA E VENDA,2015
377364,157,Maré                      ,3,3.1,Ramos,30,COMPLEXO DA MARE        ,1,TERRITORIAL,100,564,35675.1,35675.1,COMPRA E VENDA,2015
377365,86,Rocha Miranda             ,3,3.3,Madureira,15,MADUREIRA               ,2,TERRITORIAL,100,480,102170195,102170195,COMPRA E VENDA,2015
377366,55,Engenho da Rainha         ,3,3.4,Inhaúma,12,INHAUMA                 ,2,TERRITORIAL,100,4730,355240.75,355240.75,COMPRA E VENDA,2015
377367,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,16,TERRITORIAL,100,159.866666,55782.624375,55782.624375,COMPRA E VENDA,2015
377368,40,Bonsucesso                ,3,3.1,Ramos,10,RAMOS                   ,2,TERRITORIAL,100,692,368025305,368025305,COMPRA E VENDA,2015
377369,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,91,TERRITORIAL,100,201.835164,47393.695384,47393.695384,COMPRA E VENDA,2015
377370,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,5,TERRITORIAL,70916,3864.8,129083376,490922084,COMPRA E VENDA,2015
377371,57,São Francisco Xavier      ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,375,105251.19,105251.19,COMPRA E VENDA,2015
377372,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,10,TERRITORIAL,97.5,445.4,160483933,165257277,COMPRA E VENDA,2015
377373,36,Vila Isabel               ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,4.81,268,144500,3004158,COMPRA E VENDA,2015
377374,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,4,TERRITORIAL,100,346.5,58405.3125,58405.3125,COMPRA E VENDA,2015
377375,33,Tijuca                    ,2,2.2,Tijuca,8,TIJUCA                  ,7,TERRITORIAL,73.8,799.142857,649981.295714,682919.21,COMPRA E VENDA,2015
377376,121,Pechincha                 ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,26,TERRITORIAL,78.826538,1306.846153,376077.616153,654978.420384,COMPRA E VENDA,2015
377377,34,Alto da Boa Vista         ,2,2.2,Tijuca,8,TIJUCA                  ,1,TERRITORIAL,100,402,200000.01,200000.01,COMPRA E VENDA,2015
377378,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,4,TERRITORIAL,87.5,335.75,474987.5,612487.5025,COMPRA E VENDA,2015
377379,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,45,TERRITORIAL,37.086666,13970.2,465412.165555,3935749656,COMPRA E VENDA,2015
377380,27,Lagoa                     ,2,2.1,Zona Sul,6,LAGOA                   ,2,TERRITORIAL,52765,1121.5,2988035795,21318902175,COMPRA E VENDA,2015
377381,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,79,TERRITORIAL,89.676329,1028.177215,2106403.02443,37543996.16481,COMPRA E VENDA,2015
377382,17,Laranjeiras               ,2,2.1,Zona Sul,4,BOTAFOGO                ,5,TERRITORIAL,100,538.6,528600,528600,COMPRA E VENDA,2013
377383,34,Alto da Boa Vista         ,2,2.2,Tijuca,8,TIJUCA                  ,2,TERRITORIAL,75,1600.5,122500,170000,COMPRA E VENDA,2013
377384,20,Botafogo                  ,2,2.1,Zona Sul,4,BOTAFOGO                ,1,TERRITORIAL,100,474,602000.01,602000.01,COMPRA E VENDA,2013
377385,116,Anil                      ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,8,TERRITORIAL,62.27125,1622875,81571.10125,247968125,COMPRA E VENDA,2013
377386,130,Vargem Pequena            ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,94,TERRITORIAL,42.332234,5988.702127,166785.327659,2798330.424042,COMPRA E VENDA,2013
377387,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,689,TERRITORIAL,94.52878,2170.404934,125697.557343,167498.115674,COMPRA E VENDA,2013
377388,128,Barra da Tijuca           ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,1,TERRITORIAL,44.44,700,540000,1215121.51,PROMESSA DE COMPRA E VENDA,2013
377389,98,Freguesia (Ilha)          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,83.333333,380,124435.16,148174.16,COMPRA E VENDA,2014
377390,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,4,TERRITORIAL,100,345.5,173975895,173975895,COMPRA E VENDA,2014
377391,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,8,TERRITORIAL,81875,532.75,266694995,316933.67875,COMPRA E VENDA,2014
377392,93,Cacuia                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,336.5,132393.7,132393.7,COMPRA E VENDA,2014
377393,111,Acari                     ,3,3.6,Pavuna,25,PAVUNA                  ,1,TERRITORIAL,100,525,45524.18,45524.18,COMPRA E VENDA,2014
377394,77,Colégio                   ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,75,321.5,30548735,43640385,COMPRA E VENDA,2014
377395,86,Rocha Miranda             ,3,3.3,Madureira,15,MADUREIRA               ,5,TERRITORIAL,100,538.8,106212.78,106212.78,COMPRA E VENDA,2014
377396,72,Vila Kosmos               ,3,3.3,Madureira,14,IRAJA                   ,2,TERRITORIAL,100,221.5,46996.82,46996.82,COMPRA E VENDA,2014
377397,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,27,TERRITORIAL,100,12523.259259,112029.885555,112029.885555,COMPRA E VENDA,2014
377398,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,47,TERRITORIAL,99.361702,1147.319148,110784.303829,111209.486382,COMPRA E VENDA,2014
377399,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,39,TERRITORIAL,97.015641,11751.820512,660041.597692,723121.317435,COMPRA E VENDA,2014
377400,80,Cavalcanti                ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,245,44620.91,44620.91,COMPRA E VENDA,2014
377401,52,Maria da Graça            ,3,3.4,Inhaúma,12,INHAUMA                 ,1,TERRITORIAL,100,849,217208.09,217208.09,COMPRA E VENDA,2014
377402,78,Campinho                  ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,8.72,2178,49876.37,571976.72,COMPRA E VENDA,2014
377403,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,109,TERRITORIAL,98.776788,257.293577,69638.299266,72648.48422,COMPRA E VENDA,2014
377404,63,Méier                     ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,56.25,383,142129255,356139.17,COMPRA E VENDA,2014
377405,5,Centro                    ,1,1.1,Centro,2,CENTRO                  ,6,TERRITORIAL,10,208.333333,3110796435,31107964.35,COMPRA E VENDA,2014
377406,31,São Conrado               ,2,2.1,Zona Sul,6,LAGOA                   ,6,TERRITORIAL,100,1881.5,772731.396666,772731.396666,COMPRA E VENDA,2015
377407,144,Campo Grande,5,5.2,Campo Grande,18,CAMPO GRANDE            ,498,TERRITORIAL,95.676164,1336.706827,248386.797389,267446.037891,COMPRA E VENDA,2015
377408,101,Tauá                      ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,3,TERRITORIAL,59.933333,316.333333,173696.27,207574.22,COMPRA E VENDA,2016
377409,49,Jardim América            ,3,3.5,Penha,31,VIGARIO GERAL           ,6,TERRITORIAL,100,250,39180565,39180565,COMPRA E VENDA,2016
377410,45,Brás de Pina              ,3,3.5,Penha,11,PENHA                   ,3,TERRITORIAL,100,320,92663.336666,92663.336666,COMPRA E VENDA,2016
377411,91,Ribeira                   ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,78.78,625,293148.07,372109.76,COMPRA E VENDA,2016
377412,148,Paciência                 ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,14,TERRITORIAL,100,7142.357142,95867.797857,95867.797857,COMPRA E VENDA,2016
377413,125,Vila Valqueire            ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,4,TERRITORIAL,78595,2831.25,169876.6,320084.67,COMPRA E VENDA,2016
377414,147,Cosmos                    ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,66,TERRITORIAL,99.242424,235.212121,75660.489393,76472.599242,COMPRA E VENDA,2016
377415,124,Praça Seca                ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,9,TERRITORIAL,92.592222,671.444444,140943.936666,187542.538888,COMPRA E VENDA,2016
377416,10,São Cristóvão             ,1,1.1,Centro,7,SAO CRISTOVAO           ,3,TERRITORIAL,91.666666,496,523557.643333,549784.903333,COMPRA E VENDA,2016
377417,63,Méier                     ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,462,723153.75,723153.75,COMPRA E VENDA,2016
377418,5,Centro                    ,1,1.1,Centro,2,CENTRO                  ,8,TERRITORIAL,91.66625,264875,1031591195,1225870.3375,COMPRA E VENDA,2016
377419,11,Mangueira                 ,1,1.1,Centro,7,SAO CRISTOVAO           ,1,TERRITORIAL,100,80,17166.59,17166.59,COMPRA E VENDA,2016
377420,32,Praça da Bandeira         ,2,2.2,Tijuca,8,TIJUCA                  ,2,TERRITORIAL,100,721,747981395,747981395,COMPRA E VENDA,2016
377421,38,Grajaú                    ,2,2.2,Tijuca,9,VILA ISABEL             ,1,TERRITORIAL,100,486,440000.01,440000.01,COMPRA E VENDA,2016
377422,131,Vargem Grande             ,4,4.2,Barra da Tijuca,24,BARRA DA TIJUCA         ,34,TERRITORIAL,25.710882,52553.294117,244482.219705,1725457.109705,COMPRA E VENDA,2016
377423,119,Curicica                  ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,11,TERRITORIAL,97.727272,304,192205.39,198114.682727,COMPRA E VENDA,2016
377424,118,Cidade de Deus            ,4,4.1,Jacarepaguá,34,CIDADE DE DEUS          ,1,TERRITORIAL,100,819,56688.23,56688.23,COMPRA E VENDA,2016
377425,29,Gávea                     ,2,2.1,Zona Sul,6,LAGOA                   ,3,TERRITORIAL,36.37,564,592778.67,5679281.67,COMPRA E VENDA,2016
377426,152,Barra de Guaratiba        ,5,5.4,Guaratiba,26,GUARATIBA               ,2,TERRITORIAL,61575,2250,122319515,425433.89,COMPRA E VENDA,2016
377427,134,Deodoro                   ,5,5.1,Bangu,33,REALENGO                ,2,TERRITORIAL,100,180,63175.09,63175.09,COMPRA E VENDA,2016
377428,96,Cocotá                    ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,1,TERRITORIAL,33.33,364,72230.65,216713.62,COMPRA E VENDA,2017
377429,114,Pavuna                    ,3,3.6,Pavuna,25,PAVUNA                  ,4,TERRITORIAL,87.5,449,172715.33,182066.63,COMPRA E VENDA,2017
377430,99,Jardim Guanabara          ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,7,TERRITORIAL,64.624285,460.285714,181553.001428,358653.862857,COMPRA E VENDA,2016
377431,94,Pitangueiras              ,3,3.7,Ilha do Governador,20,ILHA DO GOVERNADOR      ,2,TERRITORIAL,100,504,175470.17,175470.17,COMPRA E VENDA,2016
377432,43,Penha                     ,3,3.5,Penha,11,PENHA                   ,2,TERRITORIAL,100,1,1430.55,1430.55,COMPRA E VENDA,2016
377433,110,Coelho Neto               ,3,3.6,Pavuna,25,PAVUNA                  ,3,TERRITORIAL,100,498.666666,75195.01,75195.01,COMPRA E VENDA,2016
377434,87,Honório Gurgel            ,3,3.3,Madureira,15,MADUREIRA               ,1,TERRITORIAL,100,268,31025.6,31025.6,COMPRA E VENDA,2016
377435,140,Padre Miguel              ,5,5.1,Bangu,17,BANGU                   ,8,TERRITORIAL,91.66625,221375,49205.6,58012.27875,COMPRA E VENDA,2016
377436,143,Santíssimo                ,5,5.2,Campo Grande,18,CAMPO GRANDE            ,51,TERRITORIAL,98.039215,843.980392,77174.888431,77804.800196,COMPRA E VENDA,2016
377437,149,Santa Cruz                ,5,5.3,Santa Cruz,19,SANTA CRUZ              ,31,TERRITORIAL,92.741935,20927.258064,546480.43,713779.894516,COMPRA E VENDA,2016
377438,69,Piedade                   ,3,3.2,Méier,13,MEIER                   ,2,TERRITORIAL,100,1035,160281.43,160281.43,COMPRA E VENDA,2016
377439,57,São Francisco Xavier      ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,390,347882.5,347882.5,COMPRA E VENDA,2016
377440,123,Tanque                    ,4,4.1,Jacarepaguá,16,JACAREPAGUA             ,3,TERRITORIAL,100,168.666666,76623.186666,76623.186666,COMPRA E VENDA,2016
377441,62,Lins de Vasconcelos       ,3,3.2,Méier,13,MEIER                   ,1,TERRITORIAL,100,1505,186098.68,186098.68,COMPRA E VENDA,2016
377442,7,Rio Comprido              ,1,1.1,Centro,3,RIO COMPRIDO            ,6,TERRITORIAL,100,275.666666,106467.398333,106467.398333,COMPRA E VENDA,2016
